1	3823	1
1	41411	1
1	38020	1
2	31180	1
2	19630	1
2	35777	1
2	45966	1
2	7909	1
2	27805	1
4	24258	1
5	48337	1
5	12653	1
5	4629	1
5	42099	1
48096	44126	1
6	25741	1
6	45353	1
6	3200	1
7	35664	1
7	10068	1
8	32713	1
8	23484	1
9	9678	1
9	27554	1
9	10184	1
9	49510	1
10	43304	1
11	24113	1
13	13282	1
13	9405	1
13	14294	1
14	14323	1
14	18337	1
14	30324	1
48097	25953	1
48097	1053	1
48097	29828	1
15	10163	1
17	16284	1
18	38350	1
48098	41527	1
48098	8921	1
48098	36625	1
19	14028	1
19	48694	1
21	1862	1
21	31901	1
21	27983	1
22	4621	1
22	46131	1
22	46818	1
23	41686	1
23	22846	1
23	3374	1
23	36573	1
24	18402	1
25	4976	1
25	47922	1
25	41136	1
25	9157	1
26	46982	1
27	42988	1
27	12110	1
28	8557	1
48099	35256	1
48099	33700	1
29	17088	1
29	45483	1
29	44460	1
29	30252	1
29	11758	1
30	14156	1
30	36783	1
30	46523	1
30	27532	1
30	22382	1
31	11898	1
32	9881	1
32	11632	1
36	25673	1
36	11952	1
36	31910	1
36	30811	1
36	34452	1
37	42637	1
37	44879	1
48100	43423	1
38	25889	1
38	32097	1
38	47166	1
39	3522	1
40	1400	1
40	8355	1
40	48796	1
40	18926	1
40	27063	1
41	35930	1
41	26013	1
41	5752	1
42	11871	1
42	46316	1
42	45783	1
44	42857	1
44	30594	1
45	9371	1
46	28352	1
46	37308	1
46	11077	1
47	21435	1
48	14842	1
48102	9514	1
48103	28872	1
51	17075	1
51	32381	1
51	24465	1
52	41927	1
53	34207	1
54	30857	1
54	47542	1
54	12406	1
55	19451	1
55	2016	1
56	24405	1
57	32421	1
57	31412	1
57	46039	1
57	28779	1
57	39390	1
58	34490	1
58	16311	1
59	7455	1
59	43178	1
59	3019	1
59	31348	1
59	38793	1
59	4345	1
61	42532	1
62	43500	1
63	47419	1
63	45222	1
64	25405	1
64	17308	1
64	31603	1
65	40298	1
65	2172	1
66	1815	1
66	42894	1
67	40781	1
67	11898	1
67	10430	1
48104	23101	1
48104	29524	1
69	47189	1
69	26348	1
70	22396	1
70	35997	1
71	26020	1
71	17818	1
71	16999	1
71	11521	1
71	38973	1
71	18708	1
72	21636	1
72	43599	1
73	31407	1
73	1033	1
73	1492	1
73	47103	1
75	38078	1
76	42358	1
77	3844	1
77	20366	1
78	19585	1
78	37633	1
79	7195	1
79	18112	1
79	18291	1
79	8930	1
79	13422	1
79	32096	1
79	9955	1
