1	200	1
1	202	1
2	31	1
2	345	1
2	271	1
2	141	1
4	282	1
4	155	1
4	57	1
5	346	1
6	117	1
6	180	1
6	260	1
7	225	1
8	444	1
9	337	1
9	10	1
10	433	1
10	357	1
10	447	1
10	92	1
11	108	1
12	274	1
14	402	1
14	235	1
14	239	1
16	89	1
18	127	1
18	254	1
18	198	1
19	13	1
19	365	1
19	486	1
20	112	1
21	4	1
21	397	1
21	454	1
21	295	1
21	334	1
21	374	1
22	127	1
23	364	1
23	12	1
24	289	1
24	486	1
25	105	1
25	99	1
25	64	1
26	48	1
26	166	1
26	304	1
27	254	1
27	249	1
27	112	1
27	122	1
27	109	1
28	492	1
29	243	1
29	460	1
29	235	1
29	333	1
29	392	1
30	111	1
30	21	1
31	72	1
31	156	1
34	338	1
34	166	1
34	88	1
35	154	1
36	173	1
36	44	1
36	456	1
36	207	1
37	267	1
37	278	1
37	196	1
38	415	1
38	219	1
39	41	1
39	495	1
39	386	1
40	116	1
40	83	1
40	404	1
41	485	1
41	120	1
41	444	1
41	304	1
42	435	1
43	449	1
43	422	1
43	464	1
43	9	1
44	29	1
44	217	1
45	451	1
45	47	1
45	19	1
46	390	1
47	443	1
47	310	1
48	181	1
48	152	1
50	45	1
50	356	1
52	210	1
53	425	1
54	376	1
54	205	1
54	248	1
54	242	1
55	481	1
56	216	1
56	366	1
56	316	1
57	62	1
58	5	1
58	366	1
59	110	1
59	34	1
60	222	1
61	95	1
61	214	1
62	89	1
64	460	1
64	13	1
64	304	1
65	287	1
65	112	1
65	233	1
66	477	1
66	213	1
66	383	1
68	278	1
68	348	1
68	182	1
69	414	1
69	442	1
69	179	1
71	11	1
71	16	1
71	167	1
73	241	1
73	435	1
74	313	1
74	86	1
75	148	1
76	476	1
76	291	1
77	336	1
78	376	1
78	405	1
79	432	1
80	21	1
80	61	1
81	157	1
81	297	1
81	28	1
81	371	1
82	298	1
83	276	1
84	227	1
85	156	1
86	101	1
87	484	1
87	435	1
87	55	1
89	344	1
89	119	1
89	4	1
89	469	1
90	460	1
90	113	1
490	321	1
91	3	1
91	150	1
92	50	1
92	9	1
93	102	1
93	251	1
93	112	1
93	81	1
94	174	1
94	197	1
94	69	1
95	230	1
95	40	1
96	383	1
96	332	1
97	400	1
97	240	1
97	140	1
97	439	1
99	463	1
99	44	1
100	23	1
100	98	1
101	202	1
101	360	1
102	245	1
102	401	1
102	256	1
103	430	1
104	337	1
105	29	1
105	117	1
105	63	1
106	19	1
106	187	1
107	411	1
107	100	1
108	478	1
108	247	1
108	208	1
109	323	1
109	481	1
110	417	1
111	255	1
111	36	1
111	331	1
113	326	1
113	235	1
114	437	1
115	3	1
116	359	1
117	374	1
117	388	1
118	350	1
119	247	1
119	351	1
119	267	1
120	18	1
120	427	1
121	378	1
121	243	1
121	83	1
121	363	1
121	470	1
122	273	1
123	277	1
123	10	1
124	264	1
124	391	1
124	7	1
124	354	1
125	64	1
125	231	1
126	115	1
126	225	1
126	328	1
126	307	1
126	124	1
127	478	1
128	67	1
128	48	1
128	441	1
129	469	1
130	430	1
130	131	1
131	24	1
132	412	1
133	468	1
133	73	1
133	169	1
133	369	1
133	137	1
134	215	1
134	211	1
135	373	1
136	66	1
