451	7
351	2
51	7
301	3
452	2
251	6
101	5
401	3
52	5
1	6
2	6
302	4
402	2
201	3
53	8
102	6
453	2
252	8
403	4
103	3
202	8
54	2
55	1
303	2
203	3
3	1
151	1
454	2
104	8
253	1
352	7
254	7
255	8
455	7
256	2
404	7
105	7
204	8
405	7
304	5
106	8
406	5
205	6
4	6
257	1
152	3
153	7
353	2
154	1
107	7
305	6
407	2
306	1
354	2
5	6
456	4
6	6
108	2
155	6
206	2
258	8
259	2
408	2
409	1
156	1
307	8
7	6
355	1
410	8
260	1
157	3
56	4
57	7
308	6
457	6
109	7
110	7
58	4
8	6
458	8
111	2
207	8
59	4
208	8
60	4
112	2
61	6
113	4
356	2
158	2
309	1
261	5
62	3
9	6
209	8
310	1
357	2
159	6
210	1
160	1
262	1
263	1
358	5
411	8
264	3
10	6
161	1
311	3
459	4
265	4
312	4
359	6
460	7
162	8
63	1
360	8
266	3
211	8
267	5
313	3
461	4
163	4
361	8
268	2
11	6
269	3
462	1
64	3
362	4
314	1
412	6
114	3
413	3
65	6
463	6
164	1
12	6
13	6
414	6
165	8
115	8
415	1
315	7
212	5
416	5
270	5
116	4
14	8
271	3
417	1
166	4
213	3
464	7
167	1
117	3
168	7
316	2
169	7
363	8
364	6
418	1
465	7
272	1
466	2
15	1
467	6
170	6
273	5
118	1
171	4
172	8
317	8
318	6
214	6
468	5
16	6
17	7
419	1
319	3
173	7
215	4
274	5
469	2
119	5
470	1
174	8
420	2
365	2
120	1
471	5
66	3
366	3
175	8
67	4
121	2
472	8
320	3
473	7
122	5
367	8
321	1
421	4
123	8
322	8
474	2
124	7
216	2
475	7
18	6
275	6
323	2
368	7
369	6
125	7
126	4
324	1
176	4
19	5
422	6
68	7
177	1
370	6
178	1
69	6
476	5
477	7
70	3
20	6
217	8
218	6
478	1
179	3
180	5
423	4
219	1
371	5
276	3
71	1
325	7
72	8
127	3
181	8
372	1
326	3
128	7
220	6
221	8
424	2
222	6
129	6
277	1
223	8
373	4
21	6
278	4
22	6
374	4
23	6
224	8
24	6
425	3
327	2
375	5
426	2
73	8
25	6
74	2
279	5
280	6
427	2
182	4
75	3
225	4
130	5
479	4
376	1
480	1
481	7
226	7
131	5
281	2
482	5
282	8
428	8
429	6
283	8
227	6
183	8
377	7
184	2
228	4
328	3
132	8
26	6
76	8
77	5
229	3
284	7
230	7
78	3
483	6
430	4
285	1
133	6
185	5
378	4
379	7
431	3
286	2
27	6
484	8
186	1
231	1
287	6
232	3
329	1
432	7
380	2
79	6
80	6
134	5
28	6
29	6
330	6
30	6
81	2
187	5
433	8
233	4
82	6
381	4
31	6
382	8
188	1
383	8
434	3
435	2
32	6
83	7
84	6
331	1
33	6
234	5
85	4
34	6
288	2
135	1
436	2
332	2
189	6
333	3
86	4
87	7
136	6
334	3
384	8
88	1
335	3
385	4
35	6
36	6
89	3
37	6
38	6
39	6
437	1
386	6
235	5
190	6
236	8
336	8
237	2
238	3
485	6
239	5
289	3
438	6
137	4
387	8
486	1
439	6
138	8
90	4
290	6
337	4
338	8
440	3
139	6
240	1
40	6
388	2
41	6
140	3
42	6
389	5
91	4
339	8
441	3
390	7
141	3
241	2
92	7
43	6
44	6
191	1
340	2
391	7
93	6
242	4
487	6
142	8
488	7
94	8
45	6
442	8
341	2
95	8
96	5
489	5
192	4
46	4
47	6
490	4
392	1
393	7
143	2
394	1
342	1
291	1
443	7
292	4
343	6
395	4
344	1
444	2
491	5
396	7
397	7
293	1
193	3
492	4
243	8
144	6
294	1
295	6
194	7
244	8
493	2
48	6
445	5
494	1
97	1
398	2
495	5
98	1
496	2
49	6
195	1
497	6
498	5
145	3
245	8
196	1
499	3
446	2
99	7
146	3
246	8
345	6
500	1
197	4
296	5
247	1
147	6
148	7
149	4
346	6
198	4
399	6
50	6
100	8
447	4
400	8
297	1
448	4
449	6
248	7
298	6
299	4
199	4
347	7
348	4
349	6
300	4
350	4
249	5
200	2
450	3
150	6
250	1
