0	191	1
0	332	1
0	562	1
0	969	1
0	77	1
0	789	1
0	85	1
0	691	1
0	906	1
0	452	1
0	797	1
1	797	1
1	995	1
1	347	1
1	512	1
1	436	1
1	243	1
1	319	1
1	485	1
1	219	1
1	452	1
1	745	1
1	74	1
2	654	1
2	286	1
2	721	1
2	686	1
2	872	1
2	394	1
2	449	1
2	353	1
2	942	1
2	104	1
2	700	1
3	693	1
3	522	1
3	771	1
3	632	1
3	730	1
3	264	1
3	609	1
3	868	1
3	643	1
3	569	1
4	229	1
4	744	1
4	355	1
4	27	1
4	792	1
4	670	1
4	617	1
4	157	1
4	147	1
4	877	1
4	671	1
4	610	1
4	49	1
4	425	1
4	686	1
4	502	1
4	552	1
4	648	1
5	590	1
5	372	1
5	173	1
5	380	1
5	497	1
5	627	1
5	140	1
5	618	1
5	756	1
5	97	1
6	156	1
6	613	1
6	538	1
6	287	1
6	71	1
6	793	1
6	28	1
6	182	1
6	376	1
6	621	1
6	723	1
6	11	1
6	491	1
6	82	1
6	758	1
6	600	1
6	335	1
6	359	1
6	664	1
6	772	1
6	953	1
6	790	1
7	620	1
7	457	1
7	763	1
7	304	1
7	197	1
7	882	1
7	178	1
7	262	1
7	732	1
7	408	1
7	402	1
8	306	1
8	419	1
8	755	1
8	3	1
8	892	1
8	710	1
8	604	1
8	522	1
8	297	1
8	239	1
8	573	1
8	960	1
8	634	1
8	381	1
8	868	1
8	414	1
8	145	1
8	569	1
8	434	1
8	395	1
8	435	1
8	985	1
8	263	1
8	519	1
8	76	1
8	643	1
8	155	1
8	531	1
9	139	1
9	865	1
9	366	1
9	926	1
9	815	1
9	451	1
9	397	1
9	348	1
9	595	1
9	950	1
9	631	1
9	192	1
9	494	1
9	434	1
9	84	1
9	710	1
9	314	1
9	228	1
9	846	1
9	757	1
9	387	1
9	914	1
9	89	1
9	263	1
9	237	1
9	688	1
9	568	1
9	632	1
10	183	1
10	193	1
10	964	1
10	461	1
10	870	1
10	122	1
10	754	1
10	824	1
10	327	1
10	626	1
10	561	1
10	261	1
10	164	1
10	204	1
10	111	1
10	405	1
10	532	1
10	89	1
11	890	1
11	368	1
11	759	1
11	77	1
11	986	1
11	773	1
11	284	1
11	207	1
11	859	1
11	592	1
11	307	1
11	905	1
11	448	1
11	745	1
11	677	1
11	235	1
11	105	1
11	855	1
11	463	1
11	234	1
12	100	1
12	154	1
12	497	1
12	933	1
12	515	1
12	119	1
12	196	1
12	123	1
12	992	1
12	429	1
13	68	1
13	874	1
13	953	1
13	369	1
13	883	1
13	635	1
13	495	1
13	934	1
13	688	1
13	489	1
14	342	1
14	170	1
14	50	1
14	879	1
14	120	1
14	168	1
14	93	1
14	816	1
14	965	1
14	591	1
14	201	1
14	202	1
14	354	1
15	446	1
15	85	1
15	832	1
15	652	1
15	753	1
15	122	1
15	299	1
15	959	1
15	648	1
15	245	1
15	702	1
15	903	1
15	745	1
15	510	1
15	790	1
15	445	1
15	319	1
15	746	1
15	550	1
16	424	1
16	345	1
16	574	1
16	886	1
16	172	1
16	490	1
16	891	1
16	114	1
16	897	1
16	947	1
16	379	1
16	403	1
17	922	1
17	106	1
17	436	1
17	745	1
17	840	1
17	85	1
17	547	1
17	337	1
17	527	1
17	987	1
17	264	1
18	762	1
18	396	1
18	935	1
18	897	1
18	511	1
18	823	1
18	167	1
18	219	1
18	734	1
18	945	1
18	712	1
18	828	1
19	613	1
19	357	1
19	40	1
19	900	1
19	608	1
19	966	1
19	268	1
19	144	1
19	935	1
19	131	1
19	902	1
19	257	1
19	176	1
19	669	1
19	624	1
19	852	1
19	298	1
20	686	1
20	479	1
20	403	1
20	437	1
20	882	1
20	984	1
20	530	1
20	719	1
20	141	1
20	814	1
20	872	1
20	4	1
20	834	1
20	70	1
20	642	1
20	589	1
21	585	1
21	175	1
21	985	1
21	508	1
21	349	1
21	551	1
21	471	1
21	862	1
21	286	1
21	173	1
21	894	1
21	799	1
21	590	1
21	260	1
21	277	1
22	642	1
22	567	1
22	495	1
22	258	1
22	932	1
22	157	1
22	406	1
22	530	1
22	843	1
22	630	1
22	813	1
22	238	1
22	671	1
22	721	1
22	707	1
22	426	1
23	683	1
23	400	1
23	47	1
23	42	1
23	979	1
23	682	1
23	658	1
23	649	1
23	951	1
23	154	1
23	157	1
23	543	1
23	153	1
24	509	1
24	277	1
24	500	1
24	378	1
24	261	1
24	954	1
24	799	1
24	559	1
24	130	1
24	492	1
25	909	1
25	623	1
25	30	1
25	683	1
25	966	1
25	136	1
25	47	1
25	494	1
25	39	1
25	316	1
26	735	1
26	552	1
26	519	1
26	893	1
26	231	1
26	281	1
26	703	1
26	124	1
26	584	1
26	90	1
26	453	1
26	93	1
26	918	1
26	591	1
27	321	1
27	540	1
27	978	1
27	709	1
27	744	1
27	62	1
27	811	1
27	181	1
27	833	1
27	322	1
28	723	1
28	664	1
28	290	1
28	690	1
28	376	1
28	755	1
28	713	1
