1	5
2	6
3	30
4	11
5	3
6	10
7	3
8	23
9	32
10	25
11	16
12	30
13	24
14	15
15	3
16	27
17	3
18	17
19	25
20	8
21	32
22	6
23	4
24	2
25	12
26	12
27	18
28	15
29	12
30	1
31	17
32	28
33	21
34	21
35	8
36	22
37	23
38	20
39	17
40	12
41	10
42	16
43	7
44	16
45	31
46	29
47	9
48	10
49	2
50	3
51	14
52	27
53	7
54	4
55	28
56	8
57	5
58	21
59	9
60	9
61	12
62	10
63	23
64	15
65	29
66	1
67	3
68	3
69	12
70	16
71	12
72	32
73	11
74	13
75	20
76	8
77	30
78	12
79	7
80	17
81	3
82	9
83	3
84	11
85	26
86	10
87	25
88	22
89	16
90	30
91	16
92	4
93	26
94	27
95	31
96	2
97	9
98	28
99	3
100	30
101	18
102	23
103	3
104	20
105	24
106	6
107	23
108	26
109	5
110	26
111	32
112	15
113	26
114	12
115	29
116	5
117	30
118	16
119	12
120	1
121	8
122	14
123	21
124	9
125	3
126	25
127	3
128	30
129	17
130	17
131	26
132	25
133	24
134	10
135	23
136	4
137	30
138	18
139	27
140	32
141	2
142	5
143	12
144	3
145	20
146	17
147	1
148	16
149	21
150	1
151	13
152	6
153	18
154	23
155	22
156	4
157	24
158	28
159	27
160	15
161	31
162	8
163	28
164	14
165	18
166	15
167	12
168	17
169	13
170	11
171	21
172	17
173	27
174	30
175	1
176	32
177	24
178	13
179	17
180	26
181	22
182	30
183	28
184	25
185	27
186	2
187	2
188	30
189	6
190	21
191	1
192	5
193	30
194	18
195	30
196	22
197	28
198	22
199	2
200	15
201	11
202	11
203	12
204	1
205	16
206	3
207	26
208	12
209	5
210	23
211	20
212	21
213	26
214	6
215	14
216	26
217	24
218	16
219	3
220	24
221	23
222	12
223	17
224	9
225	3
226	1
227	27
228	15
229	30
230	21
231	24
232	3
233	4
234	12
235	21
236	31
237	29
238	27
239	15
240	32
241	17
242	10
243	14
244	12
245	6
246	7
247	3
248	1
249	29
250	17
251	24
252	12
253	7
254	17
255	31
256	4
257	15
258	27
259	16
260	21
261	7
262	24
263	2
264	19
265	26
266	1
267	3
268	26
269	6
270	31
271	32
272	21
273	13
274	9
275	3
276	19
277	10
278	3
279	27
280	16
281	30
282	25
283	10
284	24
285	3
286	29
287	5
288	3
289	1
290	9
291	10
292	30
293	27
294	11
295	30
296	5
297	23
298	12
299	1
300	6
301	12
302	15
303	23
304	21
305	25
306	7
307	20
308	21
309	13
310	11
311	28
312	26
313	3
314	6
315	1
316	32
317	14
318	8
319	3
320	24
321	30
322	12
323	12
324	23
325	4
326	3
327	19
328	1
329	32
330	6
331	16
332	24
333	22
334	18
335	6
336	12
337	31
338	29
339	15
340	30
341	1
342	24
343	24
344	22
345	24
346	27
347	12
348	11
349	31
350	24
351	20
352	3
353	7
354	6
355	23
356	21
357	6
358	5
359	18
360	31
361	1
362	22
363	3
364	30
365	18
366	6
367	24
368	20
369	24
370	13
371	6
372	16
373	32
374	9
375	2
376	29
377	21
378	13
379	20
380	24
381	16
382	28
383	15
384	12
385	4
386	16
387	7
388	4
389	8
390	9
391	21
392	27
393	2
394	15
395	23
396	26
397	27
398	16
399	31
400	1
401	11
402	30
403	25
404	28
405	25
406	32
407	21
408	31
409	23
410	2
411	11
412	10
413	8
414	32
415	3
416	31
417	25
418	10
419	22
420	18
421	19
422	1
423	27
424	15
425	5
426	20
427	2
428	6
429	15
430	22
431	26
432	13
433	8
434	7
435	15
436	22
437	24
438	13
439	7
440	13
441	30
442	31
443	25
444	3
445	20
446	32
