1	1
2	3
3	8
4	19
5	3
6	9
7	11
8	3
9	2
10	16
11	16
4801	14
12	7
13	11
14	16
15	19
16	7
17	19
18	17
19	14
20	19
21	2
22	7
23	17
24	10
25	8
26	4
27	14
28	7
29	15
30	3
31	9
32	14
33	11
34	17
35	7
36	13
37	10
38	9
39	18
40	14
41	2
42	15
4802	3
43	16
44	12
45	14
46	5
47	3
48	3
49	17
50	16
51	11
52	5
53	1
4803	3
54	14
55	17
56	10
57	2
4804	19
58	14
59	19
60	14
61	16
62	12
63	3
64	8
65	12
66	18
67	7
68	18
69	8
70	5
71	14
72	13
73	12
74	10
75	7
76	8
77	5
78	10
79	14
80	13
81	2
82	17
83	2
84	6
85	16
86	17
87	8
88	17
89	3
90	14
91	13
92	17
4805	3
93	11
94	5
95	3
96	16
97	4
98	13
99	11
100	17
101	14
102	6
103	2
104	3
105	8
106	11
107	12
108	17
109	12
110	7
111	2
112	3
113	11
114	11
115	6
116	1
117	2
118	11
119	13
120	8
121	9
122	8
123	2
124	18
125	3
126	2
127	12
128	11
129	18
130	11
131	3
132	16
133	18
134	16
135	8
136	2
137	18
138	10
139	11
140	14
141	7
142	1
143	2
144	3
145	18
146	6
147	14
148	17
149	17
150	14
151	12
152	18
153	7
154	2
155	13
156	1
157	8
158	10
159	8
160	10
161	2
162	9
163	8
164	18
165	2
166	1
167	12
4806	13
168	1
169	12
170	16
171	12
172	6
173	2
174	18
175	1
176	3
177	11
178	12
179	9
180	5
181	2
182	12
183	19
184	12
185	10
186	3
187	18
188	12
189	2
190	16
191	17
192	17
193	12
194	18
195	14
196	3
197	18
198	9
199	7
200	6
201	19
202	16
203	1
204	12
205	16
206	7
207	16
208	12
209	14
210	16
211	3
212	15
213	14
214	11
215	10
216	12
217	8
218	4
219	9
220	18
221	2
222	12
223	4
224	4
225	19
226	16
227	11
228	19
229	10
230	2
231	6
232	15
233	7
234	3
235	14
236	11
237	17
238	2
239	15
240	18
4807	2
241	12
242	4
243	2
244	18
245	17
246	6
247	8
248	4
249	1
250	4
251	8
252	13
253	13
254	8
255	3
256	5
257	16
258	7
259	9
260	12
261	3
262	3
263	10
264	8
265	10
266	1
267	8
268	19
269	8
270	15
271	2
272	15
4808	14
273	16
274	13
275	15
276	8
277	18
278	18
